income,credit_score,loan_amount,tenure_months,dti,risk
51081.942615708045,718.6778196658346,14137.766950032612,32,0.15663427147968345,0
42057.60936404296,675.6261437190722,1000.0,46,0.36497088106362574,0
53490.14317032056,650.057279236477,22073.31867504841,17,0.24108378552258108,0
50327.782182851646,744.3304500673966,21653.12699190897,26,0.12941904926022704,0
74026.68336981373,592.3144619189175,15344.954573492196,58,0.5930157887470778,0
46409.66558790464,538.013998511104,8694.23676171132,59,0.3805778565620148,0
34647.53761067202,693.4719808857291,5718.2972002699335,54,0.27137911859578456,0
52689.13452434474,671.7092156076262,8717.171930890192,37,0.6010624167435672,0
53299.95025957648,598.8291649712025,16590.51462494174,54,0.39114591964448636,0
70387.81362860656,577.366850228898,1000.0,32,0.3297816465746439,0
62526.66868871868,795.8380026601283,18395.323642865285,59,0.3827001191465485,0
55353.06588724264,707.7808908775808,15580.49746343956,25,0.270705476433466,0
71949.54336829342,681.1787433843068,25298.183474635807,55,0.32905939946391677,0
32168.554185157238,811.7146945375664,20609.97428761701,35,0.437612489718496,0
40403.72700875378,741.323749583934,9215.538953929445,56,0.602197860979788,0
36101.36087891713,786.1566062324123,1472.857604121191,31,0.2676302370000934,0
44152.85295266348,609.2027643130087,8430.191002556265,53,0.4441872375105255,0
29349.707786655366,606.9564445925189,26049.884894802603,34,0.1287644547652881,0
59527.264202216065,717.024514106961,17354.903345700626,50,0.42588006013468915,0
46666.6595435184,704.8699530857473,19778.706040386154,58,0.6205547950622443,0
27937.90558246013,754.9797221395925,9966.524347116236,10,0.35353355695538374,0
34766.31378188688,582.1526674812404,18878.106018746523,27,0.26338715145399033,0
54702.707711752926,722.2158449582987,2838.692723416041,6,0.27026564835219147,0
62571.89851841572,739.3561180052177,22481.621275688045,21,0.4225943153778998,0
79950.9633753768,736.1703240086832,5756.586083595539,8,0.3590245378802811,0
93707.93699010994,655.5983371275487,1000.0,28,0.28931399018301923,0
56216.14149913994,711.1169102957646,33098.65284500021,24,0.4480173290051481,0
35156.92819952204,633.4605744820789,16079.09188636655,8,0.21832903918271837,0
18019.30578903036,662.4232350891722,15857.665000030049,26,0.4797576006280496,0
54015.67193515754,617.4238196421239,1000.0,30,0.3027486960826221,0
37805.88357034511,634.4800562396749,19980.48248081775,7,0.4488348146911342,0
43769.64109730472,665.5422602972528,22088.15777255958,55,0.4759624945032672,0
40818.54801410288,650.5437951417277,13405.640301754156,22,0.05862957093307902,0
47888.13670375422,634.4725134166616,22119.262747286506,16,0.33937480211562426,0
65989.70346181466,602.0241768693068,24364.07110575673,8,0.12064904601250809,0
52355.72851168017,797.6657473075406,19205.780759345762,10,0.09035528619496136,0
47620.477444419674,649.9662234065445,1000.0,43,0.3148143379230949,0
34465.19370761282,699.7979344118737,5787.121162146219,6,0.39606901241537346,0
24879.755829434645,574.4616826253389,28495.166755575796,11,0.11827319620330681,0
42705.38136390004,761.458947974565,15659.075427007449,40,0.39069915328408866,0
49193.261737725195,690.0296390292108,15695.043812644592,24,0.2188471719263859,0
76518.94870369825,653.3675274244923,8346.751102578932,47,0.36018547352149466,0
51954.117822093285,653.8915357601632,9900.205539226756,43,0.7294203249139934,0
64741.09266534586,732.1645914659633,24541.198611772103,42,0.302397201172497,0
42510.56602191272,502.81427427531264,26987.776459372013,9,0.1792425723761949,0
32225.843503744632,630.5483996774554,21377.6719274556,40,0.3473132254314367,0
35523.24856651442,672.8549697439285,19412.57408791336,54,0.3214811288060447,0
39121.6090319637,672.163335126124,20012.974184903007,50,0.2981647890200863,0
81927.04598652746,830.3187178207049,14437.012453598903,56,0.3551406434320798,0
37679.19981163421,659.744391773112,5370.719391488106,52,0.32227481758463167,0
62577.33805604518,739.4136195236993,3641.619555384408,55,0.1643513000449511,0
36456.092328694605,788.6994311921571,25518.133625020135,24,0.4736575675528343,0
63973.595193113666,720.2368451473058,14736.604330344697,19,0.5470267942618072,0
55774.26449158795,639.5710357231197,18816.55654062644,37,0.29418116094187313,0
47650.43153512864,602.9307448407833,16686.056653150776,16,0.40260098466164623,0
49388.562107968486,724.7252169628523,17091.92657792101,41,0.04316628224052538,0
40178.18456855914,778.701513419387,17759.574145684855,59,0.34724870658649626,0
56691.08302223121,712.7577857317472,20579.21672812317,24,0.638516196744541,0
43175.2477948883,754.0068892361691,8859.563904829289,24,0.4699994971042706,0
31615.91354349128,835.5168228642851,24459.262175506723,40,0.37310568915079245,0
30830.93638520571,730.2424570634371,9098.135017398148,38,0.34336207177628464,0
52588.81876583179,613.962028052365,16915.700635334557,41,0.3051561699693925,0
73686.36884615652,683.0636459302673,5536.069528881972,27,0.4129645337664106,0
52399.874203601576,762.2129116112691,13666.953079115132,6,0.5042659965126919,0
48220.42510835176,665.0732125431192,9721.352459270576,18,0.27475469033612865,0
54287.39209403814,770.3423356887776,15193.717677766137,10,0.46266847521370386,0
69590.02612560237,675.9837861206965,20883.20835754514,14,0.22871802744708103,0
53290.73752045784,700.0608452568101,15608.423223261401,45,0.2844289495211305,0
43836.09153749394,658.955537579369,30686.86980756846,11,0.183271180022975,0
66594.33065089834,689.5721804192644,21367.355684796195,10,0.37404159074961296,0
56431.3465769242,692.7468456661725,13172.373456773152,16,0.3625215304278256,0
73036.33987993989,583.487484414997,14311.154935932174,33,0.4094792400834329,0
52748.51655832859,653.5044024451355,18022.100484094633,7,0.39628382719108557,0
31632.964524192495,606.0075147887936,20634.58861728468,8,0.45847337809587396,0
29477.612011315025,655.5734835566984,5127.583487798915,54,0.6627331897234758,0
74763.91898346874,632.2901738200881,20093.232322462194,50,0.45994292020398037,0
75854.98581174946,740.7092705741345,5335.267755974643,17,0.05401639489852644,0
47307.21180076099,741.4039962251306,19318.79852425461,35,0.31281033112025053,0
44252.190182960185,713.6176492600086,23800.77652377422,47,0.34471398087604116,0
71921.66438363303,603.94104612711,17397.854788319186,17,0.11230663362187909,0
33394.31476934768,674.1119133671874,1000.0,35,0.4745089339748504,0
36579.094715662606,599.1684612931925,1000.0,52,0.618287739833423,0
59649.901920335666,671.1623968429342,19501.736486317553,8,0.22000926992381742,0
44080.923157106154,718.8452700337563,1000.0,12,0.5394737405783185,0
49923.17199919893,739.5262593749063,19879.015431811917,51,0.5109923513086149,0
47548.35652213231,708.3706867915427,22878.60949784607,55,0.3911358652354194,0
55063.618231984,755.5082938408425,24081.425610355604,42,0.4745953312998013,0
71112.22791970575,695.5853832162475,13068.198133903736,58,0.23532447379652227,0
51358.773603526184,665.9863836793821,18508.044086508657,46,0.5226313070679013,0
59659.081899152865,732.4196305819647,16671.13450888892,41,0.5399043620790785,0
19247.41848453466,734.3885660106005,3217.3432636074103,7,0.4215637697431667,0
49269.22397104823,648.5496981005772,20960.149859724774,51,0.3958211262756641,0
37351.54594560694,702.7389355142042,26123.814056574945,23,0.23100020602326654,0
31717.80409364558,662.3411975398024,20515.204920918368,50,0.4919522678364484,1
36827.71449606874,559.4843118679757,10977.59350959173,6,0.352144926682994,0
44988.14838948782,706.4063895267991,20919.59723322675,30,0.3295308819468218,0
63738.5381353402,602.328669092569,25381.05160709581,39,0.49162482285048104,0
30104.10923390654,699.6934525600257,24329.90047369308,12,0.30669485410786324,0
50459.47238891626,587.8816218703275,23214.971784416768,25,0.24417818426844665,0
42737.458499996326,636.8199753787555,2265.1215443877863,10,0.5131635500532871,0
45084.90358457059,653.9840718958591,18185.717277079802,31,0.12360340638955014,0
65041.36737956906,752.1034862186807,20165.164459671832,11,0.45918366943848743,0
58071.73155505889,647.9890964008443,23309.276997635458,19,0.16533433127139865,0
70060.97161164116,615.5017427834775,19124.991512701727,33,0.07843719764802476,0
47682.414811251496,701.8607049196156,27415.610971608163,30,0.4485626832754319,0
39560.86082493945,666.9815846759687,1000.0,7,0.3986644894306801,0
46642.11774679251,727.4336336389604,19466.79901824721,49,0.2551868996631477,0
53637.451869068325,619.2872030501279,18831.97686822783,31,0.17664262061650746,0
52648.60037680567,692.6512329283867,22221.73655425878,22,0.40076076517975123,0
33734.1789164995,828.1740078036312,27336.991548873535,21,0.27978485105848183,0
51357.346724418116,665.6432624579394,7893.750371323415,11,0.46864995865012105,0
53423.42495208358,691.2038245820377,27068.32193491568,53,0.2636075981368403,0
87762.11056300881,580.3375845177427,21519.16830877623,47,0.2862206217923069,0
78152.66916922506,628.8212427204708,13502.679010653654,10,0.5163343027257852,0
37201.3497416177,707.5832421225662,7729.64512051228,53,0.19584793826344868,0
45689.24957676236,660.2061354498668,16570.512800327335,42,0.13165915385582533,0
28048.369972444954,716.8659776360468,17285.416030444627,43,0.20977775306018404,0
41139.3947905477,705.4963211477956,17729.499119925233,10,0.38627995183404873,0
54734.07505385511,600.9182338473344,9984.403721891413,21,0.6366962166627596,0
68087.8043133235,740.918376957489,19874.710170862418,34,0.3728335747795864,0
39063.74243384587,605.438903394656,11755.681926882455,42,0.21922884586366503,0
40187.80339898305,634.1046856515544,24732.604197453467,24,0.2256579403687337,0
17790.664553920178,693.7690949320528,28681.653187448548,49,0.4115649307271657,0
47560.01119182639,774.0213804803948,8499.209781247324,35,0.09001952033803862,0
34063.783822106554,619.7674188723506,15479.120307302917,51,0.06775406970183817,0
42058.408589508894,688.8610672051732,22777.309335747712,9,0.37944241563024755,0
36847.08832748618,689.3612281298205,17207.0364518853,21,0.4827069222792322,0
48586.061686211644,719.4415986663463,4179.803692604417,33,0.4864821312207622,0
23634.07412965053,751.0418329807453,21918.384671769254,48,0.4019383553188663,0
27994.321319135142,655.7554841598836,10153.821379146902,33,0.5295447946057293,0
81938.70668042447,740.7109544757769,16603.75312785738,21,0.32167422217782843,0
30688.661280889537,759.8193031295827,7047.6498427426695,51,0.29320142628731527,0
33548.2163231804,787.0375507322944,21356.771796507368,7,0.3422759914523731,0
77553.7029248197,710.1153979832973,11631.66480789316,9,0.3943018774162237,0
93576.00753860609,689.446214621158,22203.418773976653,25,0.9336263374252356,0
32426.500567619874,651.5249315831079,13280.948313008683,12,0.32047164886800816,0
44476.26564817954,592.4607960710235,11150.135304397683,22,0.376873612460269,0
55123.33326410764,663.3227880404901,18297.88592218438,58,0.6106062512417485,0
75930.46466608389,686.7402641735905,6405.009002016375,28,0.4331541489489097,0
35197.143823576436,673.4304618540256,29385.865300652895,32,0.09805030701393008,0
46320.832310868354,715.8630795688897,16484.95166236037,27,0.6078573376405592,0
61660.063640926164,592.7496035356085,10469.916697817109,44,0.3986187511475309,0
56521.49111699928,669.0815437826117,11805.275094499706,26,0.0,0
44357.65893154851,799.6861705478186,15140.58357295374,21,0.28895617814762065,0
47992.655532259385,739.7359255701334,22966.62118591389,6,0.24194093102648523,0
29376.562874450272,716.9714077527633,7843.860312144933,40,0.27881585221925964,0
46427.39384038002,703.4409425013494,12049.729978633874,49,0.34471842131019587,0
46004.18764986567,658.07408855608,14603.91606859799,28,0.4583899035673398,0
53482.54834439384,574.7557848945972,27339.774151607893,22,0.5400789125386803,0
41670.091717714764,707.42771542472,22993.15156549043,50,0.545546998469532,0
57073.07783817709,533.0943010226199,27721.37082573963,57,0.5904185350502369,0
65190.73726729743,660.4666482432334,15248.282967780664,29,0.31998568516864906,0
52331.43991502699,679.7804486298602,26462.037884122503,17,0.03658168634545861,0
55276.34612598805,653.1685738755791,25138.214066342698,42,0.0,0
50797.330213668014,810.2829836081139,20574.094222177024,39,0.4661132692590259,0
50001.26589637121,789.4605671060037,21215.99078889098,23,0.3409950820279567,0
39176.62949685729,741.9687040206059,10243.413644270511,49,0.5745973963661295,0
54747.41392509962,624.4803940356574,29626.432107312794,17,0.41954838581835247,0
48540.70102379766,795.2849196179272,13038.822373903278,8,0.08685518407595555,0
81397.52463395892,717.138148329422,19477.60775163827,17,0.25934079303445334,0
73600.32353712863,623.4812204148193,20413.58592405637,46,0.4142074773156582,0
55787.698288347514,681.9630146777746,4029.2611468896885,36,0.1829802227339607,0
38554.14185457848,737.5144912122879,14591.218395968435,43,0.575771866994944,0
33313.82792024873,644.0672695614614,16626.999722886252,32,0.28392019587776873,0
67867.14429633298,688.4319532803675,14092.923407497174,12,0.3017209116031037,0
53941.238377207075,698.9885826308096,14686.123532189464,43,0.10935038725140458,0
57202.15105087416,613.9487479076,26941.477649965236,42,0.6556702974791202,0
23831.21019538711,663.7944291345259,8382.888757179953,51,0.32067808231070155,0
63911.57722337271,618.4722454974087,4849.944230281368,12,0.3935860940655429,0
56816.305073215444,732.1200809424031,10308.069659562158,7,0.23407685064422856,0
33343.53973378283,625.5166744653671,20953.97533922531,22,0.2907977004498372,0
42927.12788825077,697.5082222478834,21733.4169728432,49,0.39613240395494204,0
53955.75806534779,596.5906508963841,19848.061497103343,11,0.4150528029622888,0
50787.00197534366,611.9937870115214,22294.492048813012,52,0.4364224356023704,0
45617.432212946675,609.0871274497591,17048.314260499832,57,0.5016637685659362,0
48447.675979010586,662.6254907671952,10855.888710965963,44,0.4539823836950535,0
46220.33932689672,690.8228971982277,7438.747218264568,57,0.4318161858710675,0
52288.43768153703,701.8853177114979,4903.054187013737,42,0.25131782215519527,0
72072.37959489736,573.6658920973823,13182.629657233101,10,0.31614974721771844,0
11500.123386030536,669.8816369582199,21306.749227217468,56,0.16587053100592059,0
46447.246032354735,634.9656734173939,16895.285041467134,48,0.27502874641065345,0
52647.686320586705,712.0507095662155,15183.575892328054,54,0.4140364701102987,0
54439.909845306494,663.9418201352443,6556.996428162323,12,0.41016561885555525,0
44421.28128018065,675.1501396628908,35634.14608771478,25,0.4493983695863107,0
23649.173262821263,635.3030636898164,8396.32890895478,16,0.5706867587735107,0
54919.93225571165,783.47886257543,15964.89975289578,40,0.15300198377826016,0
75910.25321246278,602.9852346060079,23024.1392213722,39,0.06996118711397376,0
26992.078926257935,656.0159605766663,15338.65176259347,34,0.31055347903965,0
62957.42020547282,686.4559071963781,8544.487075431762,14,0.5711998805910519,0
45072.12165315659,664.9183722670862,21469.283518157874,11,0.5662906839647501,0
49080.13481256729,634.1638410375876,4283.556455012895,59,0.3797876980982597,0
34206.522339440766,571.2989878153155,28936.384668639315,18,0.30722109977479417,0
44983.15741466185,638.5094629464945,17257.875178906812,57,0.3892335748045108,0
69500.66892048437,622.4369095099281,12972.722622364272,33,0.5180534226970088,0
58739.8286298156,780.7534755627821,3668.941697093547,7,0.23311095001456414,0
75984.67408114916,815.8817557158832,5784.17311456867,30,0.2643550028290679,0
67661.1783346654,676.9524993202638,14583.25476262902,53,0.36433612675752336,0
56586.30018394364,595.7146075820526,30141.979418610572,36,0.5179085068139159,0
76159.01789251689,724.2826463427423,16863.805491761963,57,0.47529732292748383,0
56584.89738107448,621.1354105209261,17776.476690113413,49,0.05447465061061196,0
62419.82265195588,647.04973678432,18088.854398875177,53,0.47565222861583206,0
45551.43569697937,642.2690263290026,33912.33676318267,49,0.3478415381595099,0
50998.18723788807,649.9696603877625,11468.87682808243,43,0.4454816885414802,0
39538.64265049585,658.7167849105549,27523.74107801805,20,0.31765920267220216,0
64843.75901892279,601.1898830402441,11811.367308309522,39,0.4249006132956656,0
32325.445653277016,637.8791803004144,9371.096493794634,20,0.35698360987897804,0
61735.25513626492,741.1966548718061,14363.113507139316,40,0.26836260184571614,0
47140.23413742261,677.9865835775507,14323.651736180556,39,0.23621201903704314,0
67568.70640200979,687.5188304893262,19496.107578373703,48,0.32127990879630847,0
61263.0348309689,546.0651121789222,1000.0,26,0.15582274032559545,0
77309.69236470203,736.8670195114306,16182.879769348714,21,0.28359549164887926,0
60961.62036707967,638.8688065902129,10210.022448633687,57,0.3017602395635224,0
26419.39616520139,747.4381132620617,9208.377854583163,23,0.5054729226160728,0
48995.70240652699,689.2564882518618,4633.780435939125,40,0.44950249970898604,0
32419.892111077763,646.2767942572805,12081.568769038644,53,0.6519228989777281,0
42225.80236450588,579.3326242669292,10867.143464441677,19,0.09834265489590466,0
72668.42649915082,810.4907574456845,11586.953422895822,26,0.3115044244653546,0
59563.00716346544,728.194836382843,1891.143640528613,11,0.5349272395895963,0
39516.043571318805,731.7844639813402,15785.198225574002,15,0.391169811889402,0
34794.23950339402,789.1296623271576,8666.96993431867,45,0.31729503786560936,0
50491.73139314391,693.4452207337316,1919.7166978216155,12,0.2101312642130726,0
31751.597759283082,761.1440030829052,10614.70369395863,23,0.45414262140470046,0
39932.895839051285,651.2854845351903,8807.396088997948,13,0.3779711951922226,0
54680.14207326866,724.2547119699924,15329.097919832077,16,0.29929309146266214,0
67329.68054160045,642.1941975545176,10507.91633665184,49,0.501273770745521,0
59131.4220833666,649.7684722709412,3403.6757139060064,19,0.6857605160604603,0
15630.657371028501,685.8200345272566,7893.170454584914,32,0.2167327286379391,0
54565.5009354539,603.9560654024166,1186.7872435345416,43,0.4374826764961572,0
51080.50359848867,699.7654533424809,24097.023855085674,56,0.3707819758759023,0
56208.3542805904,661.2825074075439,25382.891962216258,41,0.44742653136000027,0
74243.14522476812,560.7463620327392,26351.316690679527,27,0.548079152793334,0
19051.42584792886,652.5402868544646,10281.21909378218,11,0.5633242849946815,0
41133.448622133415,659.2967178107964,25376.876521444996,29,0.2752354997657719,0
58863.59484190032,731.1701878902945,18255.983033207027,41,0.10122050145883141,0
26276.084008190865,697.1118771496266,8422.755929994273,6,0.33595748895366073,0
72139.23572080264,766.8483420213888,9971.849264781888,39,0.33686427154389265,0
55525.34919050988,711.2065757374896,13624.154263150425,6,0.0,0
62698.75978765106,646.7623357859428,15819.613364086523,49,0.5019683618458002,0
41435.845077173086,676.4984383714082,17903.23711054337,57,0.271242302010896,0
62206.45534949316,659.1171177853074,14985.708744486206,10,0.3422536106747738,0
66027.07333983558,709.2783713667901,12211.83475044301,56,0.2643795321390005,0
53493.17030205752,683.5893288477937,25816.72572627313,20,0.3188729603669644,0
53516.01339048044,642.2864219624647,14089.739525623976,10,0.541439608841768,0
54055.148589225886,680.5160282637509,13631.775554547183,49,0.36264843692001336,0
37049.821028909275,707.6708399332855,13261.832840592208,23,0.6682273418223116,0
47787.0697963947,619.6147077018933,14094.39673908637,29,0.44436229512434033,0
47712.16201321462,699.0205256986823,4100.613408429726,59,0.455209947506781,0
55750.907965302424,585.2790142308905,6975.220290421002,55,0.31936796074059015,0
64997.36370365442,746.3342805884965,34567.89510142793,34,0.3409969386175511,0
34121.95877032386,711.6308486463184,1796.6477768438253,43,0.5048684266889847,0
48124.864545206336,777.7569821373079,17174.213277333558,20,0.5280800158167184,0
72221.8332148846,613.0042136134745,17740.196378178898,8,0.389963376226977,0
38846.17656781153,748.0071037289875,23101.791837770845,44,0.433520960130399,0
37666.249740645195,736.1468038140878,17934.245361307756,30,0.32899788977883637,0
53034.592877467905,669.0660771675266,30126.933189602805,56,0.38299901569932226,0
62665.7778572798,657.4013988167056,16917.16679681994,22,0.36308332745561267,0
50171.39083340989,614.8912366105978,25782.837453457876,17,0.355924444906681,0
69934.40885655483,599.2514181366504,23319.779308805282,47,0.5002732491561049,0
62851.9097384979,634.9259408316183,27335.921958930783,34,0.34248940013838025,0
62627.30100335093,604.6534614558226,15198.700115428393,14,0.2556388288204138,0
58311.7475198614,775.743349015437,18183.150719876976,40,0.30959108014622994,0
84914.79650519128,589.8768846038635,12046.587698084439,53,0.3070573748454936,0
46922.574667009336,688.9337286863657,16278.028729408838,39,0.4161450781776142,0
19947.16561900229,706.1423076131064,16719.89925486546,45,0.2662834148240986,0
74063.81542275712,701.4499539168771,1000.0,14,0.518811643902477,0
43134.50853564762,706.7173166239388,13854.852486218215,37,0.3096002976832742,0
51618.206665145495,736.7840190469805,22118.981799689573,43,0.5853737385665749,0
